Category,Section_Type,Designation,Depth_mm,Width_mm,Thickness_mm,Weight_kg_per_m
Hollow,RHS,RHS150x100x8,150,100,8,31.4
Hollow,RHS,RHS200x50x3,200,50,3,11.77
Hollow,RHS,RHS200x50x4,200,50,4,15.7
Hollow,RHS,RHS200x50x5,200,50,5,19.62
Hollow,RHS,RHS200x50x6,200,50,6,23.55
Hollow,RHS,RHS200x50x8,200,50,8,31.4
Hollow,RHS,RHS200x100x3,200,100,3,14.13
Hollow,RHS,RHS200x100x4,200,100,4,18.84
Hollow,RHS,RHS200x100x5,200,100,5,23.55
Hollow,RHS,RHS200x100x6,200,100,6,28.26
Hollow,RHS,RHS200x100x8,200,100,8,37.68
Hollow,RHS,RHS200x150x3,200,150,3,16.48
Hollow,RHS,RHS200x150x4,200,150,4,21.98
Hollow,RHS,RHS200x150x5,200,150,5,27.47
Hollow,RHS,RHS200x150x6,200,150,6,32.97
Hollow,RHS,RHS200x150x8,200,150,8,43.96
Hollow,RHS,RHS250x50x3,250,50,3,14.13
Hollow,RHS,RHS250x50x4,250,50,4,18.84
Hollow,RHS,RHS250x50x5,250,50,5,23.55
Hollow,RHS,RHS250x50x6,250,50,6,28.26
Hollow,RHS,RHS250x50x8,250,50,8,37.68
Hollow,RHS,RHS250x100x3,250,100,3,16.48
Hollow,RHS,RHS250x100x4,250,100,4,21.98
Hollow,RHS,RHS250x100x5,250,100,5,27.47
Hollow,RHS,RHS250x100x6,250,100,6,32.97
Hollow,RHS,RHS250x100x8,250,100,8,43.96
Hollow,RHS,RHS250x150x3,250,150,3,18.84
Hollow,RHS,RHS250x150x4,250,150,4,25.12
Hollow,RHS,RHS250x150x5,250,150,5,31.4
Hollow,RHS,RHS250x150x6,250,150,6,37.68
Hollow,RHS,RHS250x150x8,250,150,8,50.24
Hollow,RHS,RHS250x200x3,250,200,3,21.19
Hollow,RHS,RHS250x200x4,250,200,4,28.26
Hollow,RHS,RHS250x200x5,250,200,5,35.32
Hollow,RHS,RHS250x200x6,250,200,6,42.39
Hollow,RHS,RHS250x200x8,250,200,8,56.52
Hollow,RHS,RHS300x50x3,300,50,3,16.48
Hollow,RHS,RHS300x50x4,300,50,4,21.98
Hollow,RHS,RHS300x50x5,300,50,5,27.47
Hollow,RHS,RHS300x50x6,300,50,6,32.97
Hollow,RHS,RHS300x50x8,300,50,8,43.96
Hollow,RHS,RHS300x100x3,300,100,3,18.84
Hollow,RHS,RHS300x100x4,300,100,4,25.12
Hollow,RHS,RHS300x100x5,300,100,5,31.4
Hollow,RHS,RHS300x100x6,300,100,6,37.68
Hollow,RHS,RHS300x100x8,300,100,8,50.24
Hollow,RHS,RHS300x150x3,300,150,3,21.19
Hollow,RHS,RHS300x150x4,300,150,4,28.26
Hollow,RHS,RHS300x150x5,300,150,5,35.32
Hollow,RHS,RHS300x150x6,300,150,6,42.39
Hollow,RHS,RHS300x150x8,300,150,8,56.52
Hollow,RHS,RHS300x200x3,300,200,3,23.55
Hollow,RHS,RHS300x200x4,300,200,4,31.4
Hollow,RHS,RHS300x200x5,300,200,5,39.25
Hollow,RHS,RHS300x200x6,300,200,6,47.1
Hollow,RHS,RHS300x200x8,300,200,8,62.8
Hollow,RHS,RHS300x250x3,300,250,3,25.9
Hollow,RHS,RHS300x250x4,300,250,4,34.54
Hollow,RHS,RHS300x250x5,300,250,5,43.17
Hollow,RHS,RHS300x250x6,300,250,6,51.81
Hollow,RHS,RHS300x250x8,300,250,8,69.08
Hollow,RHS,RHS350x50x3,350,50,3,18.84
Hollow,RHS,RHS350x50x4,350,50,4,25.12
Hollow,RHS,RHS350x50x5,350,50,5,31.4
Hollow,RHS,RHS350x50x6,350,50,6,37.68
Hollow,RHS,RHS350x50x8,350,50,8,50.24
Hollow,RHS,RHS350x100x3,350,100,3,21.19
Hollow,RHS,RHS350x100x4,350,100,4,28.26
Hollow,RHS,RHS350x100x5,350,100,5,35.32
Hollow,RHS,RHS350x100x6,350,100,6,42.39
Hollow,RHS,RHS350x100x8,350,100,8,56.52
Hollow,RHS,RHS350x150x3,350,150,3,23.55
Hollow,RHS,RHS350x150x4,350,150,4,31.4
Hollow,RHS,RHS350x150x5,350,150,5,39.25
Hollow,RHS,RHS350x150x6,350,150,6,47.1
Hollow,RHS,RHS350x150x8,350,150,8,62.8
Hollow,RHS,RHS350x200x3,350,200,3,25.9
Hollow,RHS,RHS350x200x4,350,200,4,34.54
Hollow,RHS,RHS350x200x5,350,200,5,43.17
Hollow,RHS,RHS350x200x6,350,200,6,51.81
Hollow,RHS,RHS350x200x8,350,200,8,69.08
Hollow,RHS,RHS350x250x3,350,250,3,28.26
Hollow,RHS,RHS350x250x4,350,250,4,37.68
Hollow,RHS,RHS350x250x5,350,250,5,47.1
Hollow,RHS,RHS350x250x6,350,250,6,56.52
Hollow,RHS,RHS350x250x8,350,250,8,75.36
Hollow,RHS,RHS350x300x3,350,300,3,30.61
Hollow,RHS,RHS350x300x4,350,300,4,40.82
Hollow,RHS,RHS350x300x5,350,300,5,51.02
Hollow,RHS,RHS350x300x6,350,300,6,61.23
Hollow,RHS,RHS350x300x8,350,300,8,81.64
Hollow,RHS,RHS400x50x3,400,50,3,21.19
Hollow,RHS,RHS400x50x4,400,50,4,28.26
Hollow,RHS,RHS400x50x5,400,50,5,35.32
Hollow,RHS,RHS400x50x6,400,50,6,42.39
Hollow,RHS,RHS400x50x8,400,50,8,56.52
Hollow,RHS,RHS400x100x3,400,100,3,23.55
Hollow,RHS,RHS400x100x4,400,100,4,31.4
Hollow,RHS,RHS400x100x5,400,100,5,39.25
Hollow,RHS,RHS400x100x6,400,100,6,47.1
Hollow,RHS,RHS400x100x8,400,100,8,62.8
Hollow,RHS,RHS400x150x3,400,150,3,25.9
Hollow,RHS,RHS400x150x4,400,150,4,34.54
Hollow,RHS,RHS400x150x5,400,150,5,43.17
Hollow,RHS,RHS400x150x6,400,150,6,51.81
Hollow,RHS,RHS400x150x8,400,150,8,69.08
Hollow,RHS,RHS400x200x3,400,200,3,28.26
Hollow,RHS,RHS400x200x4,400,200,4,37.68
Hollow,RHS,RHS400x200x5,400,200,5,47.1
Hollow,RHS,RHS400x200x6,400,200,6,56.52
Hollow,RHS,RHS400x200x8,400,200,8,75.36
Hollow,RHS,RHS400x250x3,400,250,3,30.61
Hollow,RHS,RHS400x250x4,400,250,4,40.82
Hollow,RHS,RHS400x250x5,400,250,5,51.02
Hollow,RHS,RHS400x250x6,400,250,6,61.23
Hollow,RHS,RHS400x250x8,400,250,8,81.64
Hollow,RHS,RHS400x300x3,400,300,3,32.97
Hollow,RHS,RHS400x300x4,400,300,4,43.96
Hollow,RHS,RHS400x300x5,400,300,5,54.95
Hollow,RHS,RHS400x300x6,400,300,6,65.94
Hollow,RHS,RHS400x300x8,400,300,8,87.92
Hollow,RHS,RHS400x350x3,400,350,3,35.32
Hollow,RHS,RHS400x350x4,400,350,4,47.1
Hollow,RHS,RHS400x350x5,400,350,5,58.87
Hollow,RHS,RHS400x350x6,400,350,6,70.65
Hollow,RHS,RHS400x350x8,400,350,8,94.2
Pipe,Round,OD20x2,20,,2,0.89
Pipe,Round,OD20x3,20,,3,1.26
Pipe,Round,OD20x4,20,,4,1.58
Pipe,Round,OD20x5,20,,5,1.85
Pipe,Round,OD20x6,20,,6,2.07
Pipe,Round,OD20x8,20,,8,2.37
Pipe,Round,OD30x2,30,,2,1.38
Pipe,Round,OD30x3,30,,3,2
Pipe,Round,OD30x4,30,,4,2.56
Pipe,Round,OD30x5,30,,5,3.08
Pipe,Round,OD30x6,30,,6,3.55
Pipe,Round,OD30x8,30,,8,4.34
Pipe,Round,OD40x2,40,,2,1.87
Pipe,Round,OD40x3,40,,3,2.74
Pipe,Round,OD40x4,40,,4,3.55
Pipe,Round,OD40x5,40,,5,4.31
Pipe,Round,OD40x6,40,,6,5.03
Pipe,Round,OD40x8,40,,8,6.31
Pipe,Round,OD50x2,50,,2,2.37
Pipe,Round,OD50x3,50,,3,3.48
Pipe,Round,OD50x4,50,,4,4.54
Pipe,Round,OD50x5,50,,5,5.55
Pipe,Round,OD50x6,50,,6,6.51
Pipe,Round,OD50x8,50,,8,8.28
Pipe,Round,OD60x2,60,,2,2.86
Pipe,Round,OD60x3,60,,3,4.21
Pipe,Round,OD60x4,60,,4,5.52
Pipe,Round,OD60x5,60,,5,6.78
Pipe,Round,OD60x6,60,,6,7.99
Pipe,Round,OD60x8,60,,8,10.25
Pipe,Round,OD70x2,70,,2,3.35
Pipe,Round,OD70x3,70,,3,4.95
Pipe,Round,OD70x4,70,,4,6.51
Pipe,Round,OD70x5,70,,5,8.01
Pipe,Round,OD70x6,70,,6,9.47
Pipe,Round,OD70x8,70,,8,12.23
Pipe,Round,OD80x2,80,,2,3.85
Pipe,Round,OD80x3,80,,3,5.69
Pipe,Round,OD80x4,80,,4,7.49
Pipe,Round,OD80x5,80,,5,9.24
Pipe,Round,OD80x6,80,,6,10.94
Pipe,Round,OD80x8,80,,8,14.2
Pipe,Round,OD90x2,90,,2,4.34
Pipe,Round,OD90x3,90,,3,6.43
Pipe,Round,OD90x4,90,,4,8.48
Pipe,Round,OD90x5,90,,5,10.48
Pipe,Round,OD90x6,90,,6,12.42
Pipe,Round,OD90x8,90,,8,16.17
Pipe,Round,OD100x2,100,,2,4.83
Pipe,Round,OD100x3,100,,3,7.17
Pipe,Round,OD100x4,100,,4,9.47
Pipe,Round,OD100x5,100,,5,11.71
Pipe,Round,OD100x6,100,,6,13.9
Pipe,Round,OD100x8,100,,8,18.14
Pipe,Round,OD110x2,110,,2,5.32
Pipe,Round,OD110x3,110,,3,7.91
Pipe,Round,OD110x4,110,,4,10.45
Pipe,Round,OD110x5,110,,5,12.94
Pipe,Round,OD110x6,110,,6,15.38
Pipe,Round,OD110x8,110,,8,20.11
Pipe,Round,OD120x2,120,,2,5.82
Pipe,Round,OD120x3,120,,3,8.65
Pipe,Round,OD120x4,120,,4,11.44
Pipe,Round,OD120x5,120,,5,14.17
Pipe,Round,OD120x6,120,,6,16.86
Pipe,Round,OD120x8,120,,8,22.09
Pipe,Round,OD130x2,130,,2,6.31
Pipe,Round,OD130x3,130,,3,9.39
Pipe,Round,OD130x4,130,,4,12.42
Pipe,Round,OD130x5,130,,5,15.41
Pipe,Round,OD130x6,130,,6,18.34
Pipe,Round,OD130x8,130,,8,24.06
Pipe,Round,OD140x2,140,,2,6.8
Pipe,Round,OD140x3,140,,3,10.13
Pipe,Round,OD140x4,140,,4,13.41
Pipe,Round,OD140x5,140,,5,16.64
Pipe,Round,OD140x6,140,,6,19.82
Pipe,Round,OD140x8,140,,8,26.03
Pipe,Round,OD150x2,150,,2,7.3
Pipe,Round,OD150x3,150,,3,10.87
Pipe,Round,OD150x4,150,,4,14.4
Pipe,Round,OD150x5,150,,5,17.87
Pipe,Round,OD150x6,150,,6,21.3
Pipe,Round,OD150x8,150,,8,28
Pipe,Round,OD160x2,160,,2,7.79
Pipe,Round,OD160x3,160,,3,11.61
Pipe,Round,OD160x4,160,,4,15.38
Pipe,Round,OD160x5,160,,5,19.1
Pipe,Round,OD160x6,160,,6,22.78
Pipe,Round,OD160x8,160,,8,29.97
Pipe,Round,OD170x2,170,,2,8.28
Pipe,Round,OD170x3,170,,3,12.35
Pipe,Round,OD170x4,170,,4,16.37
Pipe,Round,OD170x5,170,,5,20.34
Pipe,Round,OD170x6,170,,6,24.25
Pipe,Round,OD170x8,170,,8,31.95
Pipe,Round,OD180x2,180,,2,8.78
Pipe,Round,OD180x3,180,,3,13.09
Pipe,Round,OD180x4,180,,4,17.35
Pipe,Round,OD180x5,180,,5,21.57
Pipe,Round,OD180x6,180,,6,25.73
Pipe,Round,OD180x8,180,,8,33.92
Pipe,Round,OD190x2,190,,2,9.27
Pipe,Round,OD190x3,190,,3,13.83
Pipe,Round,OD190x4,190,,4,18.34
Pipe,Round,OD190x5,190,,5,22.8
Pipe,Round,OD190x6,190,,6,27.21
Pipe,Round,OD190x8,190,,8,35.89
Pipe,Round,OD200x2,200,,2,9.76
Pipe,Round,OD200x3,200,,3,14.57
Pipe,Round,OD200x4,200,,4,19.32
Pipe,Round,OD200x5,200,,5,24.03
Pipe,Round,OD200x6,200,,6,28.69
Pipe,Round,OD200x8,200,,8,37.86
Pipe,Round,OD210x2,210,,2,10.25
Pipe,Round,OD210x3,210,,3,15.31
Pipe,Round,OD210x4,210,,4,20.31
Pipe,Round,OD210x5,210,,5,25.27
Pipe,Round,OD210x6,210,,6,30.17
Pipe,Round,OD210x8,210,,8,39.83
Pipe,Round,OD220x2,220,,2,10.75
Pipe,Round,OD220x3,220,,3,16.05
Pipe,Round,OD220x4,220,,4,21.3
Pipe,Round,OD220x5,220,,5,26.5
Pipe,Round,OD220x6,220,,6,31.65
Pipe,Round,OD220x8,220,,8,41.8
Pipe,Round,OD230x2,230,,2,11.24
Pipe,Round,OD230x3,230,,3,16.79
Pipe,Round,OD230x4,230,,4,22.28
Pipe,Round,OD230x5,230,,5,27.73
Pipe,Round,OD230x6,230,,6,33.13
Pipe,Round,OD230x8,230,,8,43.78
Pipe,Round,OD240x2,240,,2,11.73
Pipe,Round,OD240x3,240,,3,17.53
Pipe,Round,OD240x4,240,,4,23.27
Pipe,Round,OD240x5,240,,5,28.96
Pipe,Round,OD240x6,240,,6,34.61
Pipe,Round,OD240x8,240,,8,45.75
Pipe,Round,OD250x2,250,,2,12.23
Pipe,Round,OD250x3,250,,3,18.26
Pipe,Round,OD250x4,250,,4,24.25
Pipe,Round,OD250x5,250,,5,30.2
Pipe,Round,OD250x6,250,,6,36.09
Pipe,Round,OD250x8,250,,8,47.72
Pipe,Round,OD260x2,260,,2,12.72
Pipe,Round,OD260x3,260,,3,19
Pipe,Round,OD260x4,260,,4,25.24
Pipe,Round,OD260x5,260,,5,31.43
Pipe,Round,OD260x6,260,,6,37.57
Pipe,Round,OD260x8,260,,8,49.69
Pipe,Round,OD270x2,270,,2,13.21
Pipe,Round,OD270x3,270,,3,19.74
Pipe,Round,OD270x4,270,,4,26.23
Pipe,Round,OD270x5,270,,5,32.66
Pipe,Round,OD270x6,270,,6,39.04
Pipe,Round,OD270x8,270,,8,51.66
Pipe,Round,OD280x2,280,,2,13.7
Pipe,Round,OD280x3,280,,3,20.48
Pipe,Round,OD280x4,280,,4,27.21
Pipe,Round,OD280x5,280,,5,33.89
Pipe,Round,OD280x6,280,,6,40.52
Pipe,Round,OD280x8,280,,8,53.64
Pipe,Round,OD290x2,290,,2,14.2
Pipe,Round,OD290x3,290,,3,21.22
Pipe,Round,OD290x4,290,,4,28.2
Pipe,Round,OD290x5,290,,5,35.12
Pipe,Round,OD290x6,290,,6,42
Pipe,Round,OD290x8,290,,8,55.61
Pipe,Round,OD300x2,300,,2,14.69
Pipe,Round,OD300x3,300,,3,21.96
Pipe,Round,OD300x4,300,,4,29.18
Pipe,Round,OD300x5,300,,5,36.36
Pipe,Round,OD300x6,300,,6,43.48
Pipe,Round,OD300x8,300,,8,57.58
Pipe,Round,OD310x2,310,,2,15.18
Pipe,Round,OD310x3,310,,3,22.7
Pipe,Round,OD310x4,310,,4,30.17
Pipe,Round,OD310x5,310,,5,37.59
Pipe,Round,OD310x6,310,,6,44.96
Pipe,Round,OD310x8,310,,8,59.55
Pipe,Round,OD320x2,320,,2,15.68
Pipe,Round,OD320x3,320,,3,23.44
Pipe,Round,OD320x4,320,,4,31.16
Pipe,Round,OD320x5,320,,5,38.82
Pipe,Round,OD320x6,320,,6,46.44
Pipe,Round,OD320x8,320,,8,61.52
